,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
414,save load pocketpaint format,basic animation package,different,0,different
415,save load pocketpaint format,basic animation package,different,0,different
416,hide unhide layer,basic animation package,different,0,different
417,share feature,basic animation package,different,0,different
418,feedback menu entry overflow menu,basic animation package,different,0,different
419,spray tool,basic animation package,different,0,different
420,insert image catrobat media gallery,basic animation package,different,0,different
421,auto crop icon,basic animation package,different,0,different
422,hint change default settings tools,basic animation package,different,0,different
423,checkmark confirm tool applications,basic animation package,different,0,different
424,copy paste symbols stamp tool selection application,basic animation package,different,0,different
425,save dialog,basic animation package,different,0,different
426,better compression research implementation,basic animation package,different,0,different
427,export,basic animation package,different,0,different
428,confirm tool application selecting tool,basic animation package,different,0,different
429,center button transform tool,basic animation package,different,0,different
430,fastlane support huawei store,basic animation package,different,0,different
431,github crowdin integration,basic animation package,different,0,different
432,build paintroid pull requests catroid develop jenkins,basic animation package,different,0,different
433,reuse drawingsurface pipette activity,basic animation package,different,0,different
434,image file size editing,basic animation package,different,0,different
435,upload mapping jenkins release builds,basic animation package,different,0,different
436,correct user intended position tools,basic animation package,different,0,different
437,dynamic color scheme,basic animation package,different,0,different
438,close transform tool options clicking apply,basic components,different,0,different
439,save temporary copies automatically,basic components,different,0,different
440,paste tool,basic components,different,0,different
441,save load pocketpaint format,basic components,different,0,different
442,save load pocketpaint format,basic components,different,0,different
443,hide unhide layer,basic components,different,0,different
444,share feature,basic components,different,0,different
445,feedback menu entry overflow menu,basic components,different,0,different
446,spray tool,basic components,different,0,different
447,insert image catrobat media gallery,basic components,different,0,different
